"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 15:34:16 GMT 2024","Tue Sep 10 15:34:18 GMT 2024","1917","","test_infra","TestInfra","","","test_argocd_apps_ensure",""
"passed","Tue Sep 10 14:53:56 GMT 2024","Tue Sep 10 14:53:58 GMT 2024","1846","","test_infra","TestCInfra","","","test_argocd_app_sync_async",""
"passed","Tue Sep 10 14:04:44 GMT 2024","Tue Sep 10 14:05:36 GMT 2024","52307","","test_infra","TestClass","","","test_argocd_app",""
"passed","Tue Sep 10 15:26:54 GMT 2024","Tue Sep 10 15:26:56 GMT 2024","2053","","test_infra","TestInfra","","","test_argocd_app_sync_async",""
"passed","Tue Sep 10 15:01:40 GMT 2024","Tue Sep 10 15:01:42 GMT 2024","1893","","test_infra","TestCInfra","","","test_argocd_apps_ensure",""
"passed","Tue Sep 10 14:05:36 GMT 2024","Tue Sep 10 14:05:38 GMT 2024","1759","","test_infra","TestClass","","","test_argocd_app_sync_async",""
"passed","Tue Sep 10 14:53:58 GMT 2024","Tue Sep 10 15:01:39 GMT 2024","461021","","test_infra","TestCInfra","","","test_argocd_app_async_wait",""
"passed","Tue Sep 10 14:52:06 GMT 2024","Tue Sep 10 14:53:05 GMT 2024","58416","","test_infra","TestCInfra","","","test_cluster",""
"passed","Tue Sep 10 14:03:49 GMT 2024","Tue Sep 10 14:04:44 GMT 2024","55042","","test_infra","TestClass","","","test_cluster",""
"passed","Tue Sep 10 15:01:39 GMT 2024","Tue Sep 10 15:01:40 GMT 2024","1510","","test_infra","TestCInfra","","","test_crossplane_rolebinding_workaround",""
"passed","Tue Sep 10 14:13:08 GMT 2024","Tue Sep 10 14:13:09 GMT 2024","1171","","test_infra","TestClass","","","test_crossplane_rolebinding_workaround",""
"passed","Tue Sep 10 15:26:03 GMT 2024","Tue Sep 10 15:26:54 GMT 2024","51128","","test_infra","TestInfra","","","test_argocd_app",""
"passed","Tue Sep 10 15:34:18 GMT 2024","Tue Sep 10 15:34:19 GMT 2024","667","","test_infra","TestInfra","","","test_mindwm_resoures",""
"passed","Tue Sep 10 15:34:15 GMT 2024","Tue Sep 10 15:34:16 GMT 2024","1456","","test_infra","TestInfra","","","test_crossplane_rolebinding_workaround",""
"passed","Tue Sep 10 14:53:05 GMT 2024","Tue Sep 10 14:53:56 GMT 2024","51181","","test_infra","TestCInfra","","","test_argocd_app",""
"broken","Tue Sep 10 14:32:41 GMT 2024","Tue Sep 10 14:41:15 GMT 2024","513698","","","","","","test_argocd_app_async_wait",""
"passed","Tue Sep 10 15:01:42 GMT 2024","Tue Sep 10 15:01:46 GMT 2024","3946","","test_infra","TestCInfra","","","test_mindwm_resoures",""
"passed","Tue Sep 10 15:25:05 GMT 2024","Tue Sep 10 15:26:03 GMT 2024","58275","","test_infra","TestInfra","","","test_cluster",""
"passed","Tue Sep 10 15:26:56 GMT 2024","Tue Sep 10 15:34:15 GMT 2024","438504","","test_infra","TestInfra","","","test_argocd_app_async_wait",""
"passed","Tue Sep 10 14:13:09 GMT 2024","Tue Sep 10 14:13:11 GMT 2024","1956","","test_infra","TestClass","","","test_argocd_apps_ensure",""
"passed","Tue Sep 10 14:05:38 GMT 2024","Tue Sep 10 14:13:08 GMT 2024","449925","","test_infra","TestClass","","","test_argocd_app_async_wait",""
